,tau-testis,gini-testis,RNA tissue specificity,RNA tissue distribution
ENSG00000205858,0.9978982765868012,0.976906158357771,Tissue enriched,Detected in some
ENSG00000123584,0.9984946236559141,0.9772549019607844,Tissue enriched,Detected in single
ENSG00000152034,0.9644625371327983,0.7256697648988519,Group enriched,Detected in some
ENSG00000177947,0.9971199999999999,0.9713423831070889,Tissue enriched,Detected in single
ENSG00000184650,0.9986338797814208,0.9808169497995798,Tissue enriched,Detected in some
ENSG00000149507,0.9989205963705052,0.9818781915556107,Tissue enriched,Detected in some
ENSG00000237521,0.9972413793103448,0.9702911467617354,Tissue enriched,Detected in single
ENSG00000198883,0.9304796599878568,0.7663000113986096,Group enriched,Detected in some
ENSG00000102055,0.9980631141345426,0.9769291964996023,Tissue enriched,Detected in some
ENSG00000204919,1.0,0.9803921568627452,Tissue enriched,Detected in single
ENSG00000204918,1.0,0.9803921568627452,Tissue enriched,Detected in single
ENSG00000227151,1.0,0.9803921568627452,Tissue enriched,Detected in single
ENSG00000234278,1.0,0.9803921568627452,Tissue enriched,Detected in single
ENSG00000212123,0.9826924987580723,0.6379526780279974,Tissue enriched,Detected in many
ENSG00000244395,0.9984615384615384,0.976190476190476,Tissue enriched,Detected in single
ENSG00000155875,0.9912128368991389,0.8093214682981089,Tissue enriched,Detected in some
ENSG00000153498,0.9976067966973796,0.9681323197041298,Tissue enriched,Detected in some
ENSG00000189326,0.9977173687487032,0.9770609318996415,Tissue enriched,Detected in some
ENSG00000132749,0.9843351548269587,0.7321195829260347,Tissue enriched,Detected in many
ENSG00000284701,0.9983998293151269,0.9743464689816621,Tissue enriched,Detected in some
ENSG00000170236,0.9969160850511279,0.9629032258064514,Tissue enriched,Detected in some
ENSG00000250803,0.9960516870064606,0.9610858421774597,Tissue enriched,Detected in some
ENSG00000272297,0.9958431372549019,0.9582378405907821,Tissue enriched,Detected in some
ENSG00000137707,0.996099947117927,0.9631711673846806,Tissue enriched,Detected in some
ENSG00000180878,0.9923614783477284,0.8452953702973423,Tissue enriched,Detected in some
ENSG00000176571,0.9983509554757978,0.9797086368366288,Tissue enriched,Detected in some
ENSG00000228836,0.9973333333333332,0.9685285879057506,Tissue enriched,Detected in single
ENSG00000124196,0.9980787704130644,0.9765206778908828,Tissue enriched,Detected in some
ENSG00000278685,0.9963455149501661,0.9666105499438835,Tissue enriched,Detected in single
ENSG00000185013,0.9944524091504089,0.8851264662756599,Tissue enriched,Detected in some
ENSG00000188162,0.985,0.9631185807656395,Group enriched,Detected in some
ENSG00000178257,0.99714165615805,0.9733060994506268,Tissue enriched,Detected in some
ENSG00000214842,0.9946785683632308,0.9380976667091674,Tissue enriched,Detected in some
ENSG00000104941,0.9984322279404247,0.9795250045908062,Tissue enriched,Detected in some
ENSG00000236396,1.0,0.9772727272727273,Tissue enriched,Detected in single
ENSG00000171790,0.9923805125836995,0.8281194611839773,Tissue enriched,Detected in some
ENSG00000171722,0.9969995362919719,0.9174946690259067,Tissue enriched,Detected in some
ENSG00000145757,0.9953876076687969,0.8775388291517325,Tissue enriched,Detected in some
ENSG00000126752,0.9953161592505855,0.9559936280366388,Tissue enriched,Detected in single
ENSG00000268009,0.9965861344537814,0.9677279618800085,Tissue enriched,Detected in single
ENSG00000269791,0.9958347795904199,0.9605868814729577,Tissue enriched,Detected in single
ENSG00000239605,0.9959295193487234,0.9513492133251296,Tissue enriched,Detected in some
ENSG00000139351,0.9973840251133589,0.9712636874815033,Tissue enriched,Detected in some
ENSG00000120498,0.9845973698432707,0.8936306314538975,Group enriched,Detected in some
ENSG00000170925,0.9981818181818182,0.9760348583877996,Tissue enriched,Detected in single
ENSG00000178928,0.9956521739130435,0.9537815126050424,Tissue enriched,Detected in single
ENSG00000130167,0.9905053163116533,0.9673874512584186,Group enriched,Detected in some
ENSG00000197123,0.9947826086956522,0.9513184584178498,Tissue enriched,Detected in single
ENSG00000257390,0.9268217054263568,0.780659684838994,Group enriched,Detected in some
ENSG00000174225,0.9890381196918819,0.7723884942354726,Tissue enriched,Detected in some
ENSG00000141371,0.9968973484431731,0.9598776669336635,Tissue enriched,Detected in some
ENSG00000157335,0.9892697466467949,0.8345149474181732,Group enriched,Detected in some
ENSG00000170516,0.9977967810597858,0.9748024355486462,Tissue enriched,Detected in some
ENSG00000269096,0.9970184853905785,0.9687499999999998,Tissue enriched,Detected in some
ENSG00000214866,0.9856102003642977,0.7233250620347396,Tissue enriched,Detected in single
ENSG00000149435,0.9890082644628098,0.9619869281045754,Group enriched,Detected in some
ENSG00000182264,0.993139534883721,0.9318394024276375,Tissue enriched,Detected in some
ENSG00000169214,0.9973913043478263,0.9728506787330318,Tissue enriched,Detected in single
ENSG00000155714,0.9930291812893619,0.8475375016593654,Tissue enriched,Detected in some
ENSG00000151615,0.9706643658326144,0.9351795496043822,Group enriched,Detected in some
ENSG00000171864,0.9957892154858754,0.9368599590373787,Tissue enriched,Detected in some
ENSG00000181433,0.9957798165137615,0.9595959595959596,Tissue enriched,Detected in single
ENSG00000063127,0.9854191395848709,0.6872838743088157,Tissue enriched,Detected in many
ENSG00000198723,0.9884714443399697,0.7698247768384268,Tissue enriched,Detected in some
ENSG00000196860,0.9815790998088396,0.6985937416134402,Tissue enriched,Detected in some
ENSG00000213265,0.9956284153005465,0.9619540052477233,Tissue enriched,Detected in some
ENSG00000178093,0.9710210404027364,0.5248244849263526,Tissue enriched,Detected in many
ENSG00000139985,0.9919281018557056,0.8179723502304148,Tissue enriched,Detected in some
ENSG00000156219,0.9540521819441238,0.8073476702508962,Group enriched,Detected in many
ENSG00000228486,0.989040943480196,0.8089819142450718,Tissue enriched,Detected in some
ENSG00000214324,0.9969230769230769,0.9716775599128542,Tissue enriched,Detected in single
ENSG00000237136,0.9983333333333334,0.9770403888050947,Tissue enriched,Detected in single
ENSG00000187753,0.9906323185011707,0.8072475911185588,Tissue enriched,Detected in some
ENSG00000160471,0.9903611487735738,0.8125916422287389,Tissue enriched,Detected in some
ENSG00000228517,1.0,0.9803921568627452,Tissue enriched,Detected in single
ENSG00000167646,0.9785330460162022,0.8170261225248681,Group enriched,Detected in many
ENSG00000184599,0.9742857142857146,0.8869922969187674,Group enriched,Detected in some
ENSG00000145975,0.9951498690464642,0.9598615407276478,Tissue enriched,Detected in some
ENSG00000277870,0.9930516165626768,0.9435552710200601,Tissue enriched,Detected in some
ENSG00000189139,0.9986035215543413,0.9813387647253109,Tissue enriched,Detected in some
ENSG00000224659,0.993960396039604,0.9484828151793039,Tissue enriched,Detected in some
ENSG00000135355,0.9982608695652174,0.975686274509804,Tissue enriched,Detected in single
ENSG00000063515,0.9968253968253967,0.9691109320440507,Tissue enriched,Detected in single
ENSG00000175202,0.994064443188242,0.9510004083299306,Tissue enriched,Detected in single
ENSG00000171872,0.9893832943013281,0.8297283858536892,Tissue enriched,Detected in some
ENSG00000176774,0.9985714285714287,0.9777777777777781,Tissue enriched,Detected in single
ENSG00000136297,0.9397487758143501,0.6943010752688175,Group enriched,Detected in some
ENSG00000143552,0.99178408261988,0.8570026672034625,Tissue enriched,Detected in some
ENSG00000124818,0.9972602739726029,0.9718875502008033,Tissue enriched,Detected in single
ENSG00000241128,0.9981081081081081,0.9765190026627939,Tissue enriched,Detected in single
ENSG00000234068,0.996874131703251,0.9680289289404203,Tissue enriched,Detected in some
ENSG00000238269,0.9948153268812951,0.8766147486528382,Tissue enriched,Detected in some
ENSG00000115257,0.9738416270572637,0.6123639572507107,Tissue enriched,Detected in many
ENSG00000177483,0.993867789542537,0.8610444353375097,Tissue enriched,Detected in some
ENSG00000132972,0.9923028531251165,0.8856102274416529,Tissue enriched,Detected in some
ENSG00000215277,0.9911934156378603,0.9569747899159664,Group enriched,Detected in some
ENSG00000197364,1.0,0.9803921568627452,Tissue enriched,Detected in single
ENSG00000188991,0.9147368421052631,0.868235294117647,Group enriched,Detected in some
ENSG00000112053,0.9905712561601119,0.852420140088576,Tissue enriched,Detected in some
ENSG00000164500,0.9945355191256832,0.9519635343618513,Tissue enriched,Detected in some
ENSG00000197768,0.9919070346544926,0.8482777474029526,Tissue enriched,Detected in some
ENSG00000187066,0.9962430939226519,0.9668946648426813,Tissue enriched,Detected in some
ENSG00000132958,0.9858536585365855,0.8349206349206353,Tissue enriched,Detected in some
ENSG00000163012,0.9964198228754477,0.9651552038953135,Tissue enriched,Detected in some
ENSG00000261341,0.9940707350901525,0.9497723901590713,Tissue enriched,Detected in some
ENSG00000281613,0.9950669485553205,0.9537878787878791,Tissue enriched,Detected in single
ENSG00000186190,0.9496774193548387,0.9235474006116211,Group enriched,Detected in some
ENSG00000165972,0.9913602126716872,0.8455324007993148,Tissue enriched,Detected in some
ENSG00000132141,0.9789521953456383,0.5954309306046659,Tissue enriched,Detected in many
ENSG00000178404,0.9952167674044438,0.8815327548519574,Tissue enriched,Detected in some
ENSG00000176563,0.9839238498149131,0.78328254702112,Tissue enriched,Detected in some
ENSG00000169551,0.9908695652173916,0.9081065261925669,Tissue enriched,Detected in single
ENSG00000238210,0.9955120359037126,0.9578877005347592,Tissue enriched,Detected in some
ENSG00000156509,0.9699932892340137,0.8257797920554524,Group enriched,Detected in some
ENSG00000152208,0.9432954091090834,0.7510707239216572,Group enriched,Detected in some
ENSG00000242441,0.9897583943361863,0.790114464099896,Tissue enriched,Detected in some
ENSG00000283463,0.9856618289910825,0.941754756871036,Group enriched,Detected in some
ENSG00000130518,0.981033963710009,0.625886347747928,Tissue enriched,Detected in many
ENSG00000155495,0.9984652947331707,0.9808585414836202,Tissue enriched,Detected in some
ENSG00000139915,0.9553488372093024,0.8908167583580193,Group enriched,Detected in some
ENSG00000185823,0.9786051681022502,0.655597722960152,Tissue enriched,Detected in some
ENSG00000221888,0.9757894736842104,0.8347338935574229,Group enriched,Detected in some
ENSG00000283706,0.9904298545765605,0.8691221230464075,Tissue enriched,Detected in some
ENSG00000179213,0.9975161450571286,0.97613657800415,Tissue enriched,Detected in some
ENSG00000186451,0.9924812030075186,0.8969903558363814,Tissue enriched,Detected in some
ENSG00000186583,0.9847263280480154,0.837546197016015,Group enriched,Detected in some
ENSG00000183318,0.9868098737516495,0.7717279638380936,Tissue enriched,Detected in some
ENSG00000165584,0.9965391621129326,0.9704054453980466,Tissue enriched,Detected in some
ENSG00000066923,0.9884247706069799,0.8142781234086829,Tissue enriched,Detected in some
ENSG00000174448,0.9896326054558411,0.853589002577521,Tissue enriched,Detected in some
ENSG00000203690,0.996904761904762,0.970285021224985,Tissue enriched,Detected in some
ENSG00000206140,0.9374761723217689,0.8641414141414141,Group enriched,Detected in some
ENSG00000236424,0.9984126984126985,0.9775086505190311,Tissue enriched,Detected in single
ENSG00000111644,0.9914088355268222,0.8467772988684215,Tissue enriched,Detected in some
ENSG00000197991,0.9843478260869566,0.9603060736489719,Group enriched,Detected in some
ENSG00000157343,0.9863569522357174,0.7200742842102188,Tissue enriched,Detected in some
ENSG00000260286,0.9884205048139474,0.9288822205551386,Group enriched,Detected in some
ENSG00000157653,0.9724972954980448,0.580446414921266,Tissue enriched,Detected in many
ENSG00000154040,0.9812672077162553,0.7086197778952934,Tissue enriched,Detected in many
ENSG00000175820,0.9970948329528949,0.9747369638108452,Tissue enriched,Detected in some
ENSG00000140481,0.9741260122457042,0.9050949653301175,Group enriched,Detected in some
ENSG00000226685,0.9981481481481481,0.9770687936191427,Tissue enriched,Detected in single
ENSG00000142700,0.9265188042430085,0.7218607226914022,Group enriched,Detected in some
ENSG00000172404,0.9871617618013033,0.7778262133100844,Tissue enriched,Detected in some
ENSG00000170788,0.9949258391881344,0.9528347996089932,Tissue enriched,Detected in some
ENSG00000213714,0.9913725490196079,0.9143835616438352,Tissue enriched,Detected in some
ENSG00000189299,0.998,0.9768270944741535,Tissue enriched,Detected in single
ENSG00000164900,0.9784712620975707,0.9374159946236558,Group enriched,Detected in some
ENSG00000261739,0.9978947368421053,0.9757236227824462,Tissue enriched,Detected in single
ENSG00000172468,0.9911235955056179,0.9082169832913711,Tissue enriched,Detected in some
ENSG00000099840,0.978591557831581,0.6717887387678585,Tissue enriched,Detected in many
ENSG00000100565,0.9945355191256829,0.9590664711632455,Tissue enriched,Detected in some
ENSG00000161036,0.9680334178876563,0.5050760994006329,Tissue enriched,Detected in all
ENSG00000188408,0.9981818181818182,0.9771241830065358,Tissue enriched,Detected in single
ENSG00000173838,0.991844160091574,0.8882248663747954,Tissue enriched,Detected in some
ENSG00000237247,0.98,0.9607843137254903,Group enriched,Detected in some
ENSG00000176787,0.9947826086956522,0.9628127112914131,Tissue enriched,Detected in single
ENSG00000186440,1.0,0.9803921568627452,Tissue enriched,Detected in single
ENSG00000189401,0.9890308582449372,0.9393917862725594,Group enriched,Detected in some
ENSG00000248483,0.9846464399314897,0.7103921934240789,Tissue enriched,Detected in some
ENSG00000272968,0.9638698669617949,0.4743549803166329,Tissue enriched,Detected in all
ENSG00000183324,0.997015199522432,0.9736278856443967,Tissue enriched,Detected in some
ENSG00000181240,0.9717290442313636,0.7476543651148246,Group enriched,Detected in some
ENSG00000240204,0.9840806447588397,0.7688753269398432,Tissue enriched,Detected in some
ENSG00000171478,0.9977049180327869,0.9759707804690505,Tissue enriched,Detected in some
ENSG00000105467,0.9917835275528343,0.8925853052348158,Tissue enriched,Detected in some
ENSG00000102387,0.9878297988283917,0.8281193907379867,Tissue enriched,Detected in some
ENSG00000260287,0.9949211440791231,0.9622641509433962,Tissue enriched,Detected in single
ENSG00000163239,0.97422435984284,0.6277108433734939,Tissue enriched,Detected in many
ENSG00000159648,0.9918917961972874,0.8601062837963827,Tissue enriched,Detected in some
ENSG00000230601,0.997564935064935,0.9765869218500796,Tissue enriched,Detected in some
ENSG00000257987,0.9966560639425821,0.9740069314849373,Tissue enriched,Detected in some
ENSG00000260734,0.9987244897959183,0.9801169590643275,Tissue enriched,Detected in single
ENSG00000183396,0.9933962810635463,0.8597139839115953,Tissue enriched,Detected in some
ENSG00000229549,0.9984006397441024,0.9810035842293905,Tissue enriched,Detected in single
ENSG00000139908,0.9775612531560045,0.600525818267754,Tissue enriched,Detected in many
ENSG00000162843,0.9888561429360845,0.7990613874204338,Tissue enriched,Detected in some
ENSG00000163958,0.9957941916866213,0.9647372722465266,Tissue enriched,Detected in some
ENSG00000143994,0.9861048731192451,0.7701725014200722,Tissue enriched,Detected in some
ENSG00000278499,0.9911562397641663,0.9591836734693873,Group enriched,Detected in some
ENSG00000181626,0.9974939960321605,0.9756727855997149,Tissue enriched,Detected in some
ENSG00000183397,0.9732868114015651,0.6050217586516544,Tissue enriched,Detected in many
ENSG00000235034,0.986355140186916,0.8832244008714594,Tissue enriched,Detected in some
ENSG00000143443,0.9181538610552826,0.5218578800480254,Group enriched,Detected in many
ENSG00000153790,0.9504428113811945,0.42276497695852533,Tissue enriched,Detected in many
ENSG00000152705,0.981037052263734,0.6179201050262568,Tissue enriched,Detected in some
ENSG00000173093,0.9959954949317984,0.970413615673857,Tissue enriched,Detected in some
ENSG00000182791,0.9751199198777081,0.6809005891319575,Tissue enriched,Detected in some
ENSG00000089505,0.9868568062242263,0.7001819230598569,Tissue enriched,Detected in some
ENSG00000123977,0.9684615131903147,0.8196621636560613,Group enriched,Detected in some
ENSG00000203909,0.9889103182256507,0.9385964912280702,Group enriched,Detected in some
ENSG00000010219,0.9716979331666639,0.4837745516652434,Tissue enriched,Detected in all
ENSG00000204334,0.9854012643308694,0.7293473108985973,Tissue enriched,Detected in some
ENSG00000168676,0.9903870912368035,0.8523900777174489,Tissue enriched,Detected in some
ENSG00000186393,0.9757009345794392,0.9337304542069993,Group enriched,Detected in some
ENSG00000236383,0.9533598869330595,0.8253676470588238,Group enriched,Detected in some
ENSG00000168070,0.9855197509097046,0.8121153921530202,Tissue enriched,Detected in some
ENSG00000073146,0.9772148902171982,0.6904785108663871,Tissue enriched,Detected in some
ENSG00000166926,0.9925531914893618,0.9442164462684299,Tissue enriched,Detected in some
ENSG00000130950,0.9916363636363635,0.9331322272498741,Tissue enriched,Detected in single
ENSG00000204246,0.9952380952380953,0.9638009049773757,Tissue enriched,Detected in single
ENSG00000183977,0.9914617486338805,0.8251583443806161,Tissue enriched,Detected in some
ENSG00000224960,0.9975334742776603,0.9729140722291407,Tissue enriched,Detected in single
ENSG00000233701,0.9618604651162791,0.8812549019607843,Group enriched,Detected in some
ENSG00000178597,0.9766529407194473,0.906899378803645,Group enriched,Detected in some
ENSG00000275793,0.9887949260042282,0.915644171779141,Tissue enriched,Detected in some
ENSG00000183246,0.9883132530120483,0.9071796018787746,Tissue enriched,Detected in some
ENSG00000164037,0.965463466585524,0.54223180515069,Tissue enriched,Detected in many
ENSG00000162753,0.9882151557047865,0.8688574012662045,Tissue enriched,Detected in some
ENSG00000171772,0.9777797103970081,0.7280223772159256,Tissue enriched,Detected in many
ENSG00000242220,0.9907256221017565,0.8366165968973158,Tissue enriched,Detected in some
ENSG00000166984,0.9894771821001329,0.9443116952077526,Group enriched,Detected in some
ENSG00000153779,0.9982743744607421,0.9807987711213515,Tissue enriched,Detected in some
ENSG00000145850,0.9625432306219344,0.8519242473898592,Group enriched,Detected in many
ENSG00000236444,0.9869614512471656,0.8948977949460808,Tissue enriched,Detected in some
ENSG00000129204,0.9744488411531933,0.7398487088079297,Group enriched,Detected in some
ENSG00000168658,0.9834170378091539,0.9121863799283152,Group enriched,Detected in some
ENSG00000166359,0.97664584959667,0.6192650863206801,Tissue enriched,Detected in some
ENSG00000146839,0.9973776223776223,0.9762516046213094,Tissue enriched,Detected in some
ENSG00000230626,0.9886702444841979,0.9275078369905956,Tissue enriched,Detected in single
ENSG00000272899,0.9885824905183307,0.8422473187016122,Tissue enriched,Detected in some
ENSG00000251012,0.9896774193548388,0.9637046307884853,Group enriched,Detected in some
ENSG00000180042,0.9825581395348837,0.9463036963036964,Group enriched,Detected in some
ENSG00000248767,0.9925581395348839,0.953856749311295,Tissue enriched,Detected in single
ENSG00000173157,0.9450337512053997,0.8161871548968322,Group enriched,Detected in some
ENSG00000084693,0.9386319707924695,0.36597126842124816,Tissue enriched,Detected in all
ENSG00000130270,0.9769081614665964,0.7099414362519203,Tissue enriched,Detected in many
ENSG00000162779,0.985154826958106,0.8486316185460361,Tissue enriched,Detected in some
ENSG00000166246,0.9794160045593221,0.7425350217880851,Group enriched,Detected in many
ENSG00000260456,0.9681161433731594,0.5564168020422373,Tissue enriched,Detected in many
ENSG00000275489,0.9908715496631167,0.9406650396583283,Tissue enriched,Detected in some
ENSG00000142698,0.9895375183260028,0.9292003521972307,Tissue enriched,Detected in some
ENSG00000165181,0.9907103825136618,0.8614525488238596,Tissue enriched,Detected in some
ENSG00000216937,0.9594794143411339,0.4521661417993019,Tissue enriched,Detected in many
ENSG00000186714,0.9766662677994506,0.6386513797123983,Tissue enriched,Detected in some
ENSG00000234469,0.9777777777777776,0.8341933264533887,Tissue enriched,Detected in single
ENSG00000197992,0.9219951829694667,0.6714854639585821,Group enriched,Detected in some
ENSG00000124092,0.990599240529778,0.829240748248103,Tissue enriched,Detected in some
ENSG00000176177,0.9935671301099813,0.9582111436950147,Tissue enriched,Detected in some
ENSG00000125531,0.993692427790789,0.8879398322758127,Tissue enriched,Detected in some
ENSG00000188738,0.98776431456403,0.8165573551064116,Tissue enriched,Detected in some
ENSG00000236362,0.9747440273037544,0.9019312098896874,Group enriched,Detected in some
ENSG00000261949,0.981,0.9492207139265965,Group enriched,Detected in some
ENSG00000243955,0.9455055664301447,0.8687913403224068,Group enriched,Detected in many
ENSG00000048545,0.9816832039114187,0.9185028649705151,Group enriched,Detected in some
ENSG00000204671,0.996548748921484,0.9740532959326791,Tissue enriched,Detected in single
ENSG00000109944,0.9610736097717769,0.5036362954771232,Tissue enriched,Detected in many
ENSG00000137812,0.9672430844846707,0.7738985051140834,Group enriched,Detected in some
ENSG00000240747,0.9654148544663771,0.705443382995051,Group enriched,Detected in many
ENSG00000241233,0.9560919540229885,0.839892791649034,Group enriched,Detected in some
ENSG00000183305,0.9962711864406779,0.9703081232493,Tissue enriched,Detected in single
ENSG00000182170,0.9940909090909091,0.9604403164774684,Tissue enriched,Detected in single
ENSG00000198156,0.9795522388059701,0.7020476087113812,Tissue enriched,Detected in some
ENSG00000169297,0.9777322404371585,0.876762035031726,Group enriched,Detected in some
ENSG00000185290,0.9824669062856144,0.7702342252229724,Tissue enriched,Detected in many
ENSG00000198754,0.9843396226415095,0.816059757236228,Tissue enriched,Detected in some
ENSG00000196834,0.9472972972972973,0.8618703987171081,Group enriched,Detected in some
ENSG00000167525,0.9669621947139512,0.5299292251150773,Tissue enriched,Detected in many
ENSG00000206260,0.9973770491803279,0.9752770673486786,Tissue enriched,Detected in single
ENSG00000183292,0.9623529411764709,0.7675070028011206,Group enriched,Detected in some
ENSG00000184761,0.9950684931506851,0.964447317388494,Tissue enriched,Detected in single
ENSG00000153165,0.9767241379310347,0.7332239668775877,Tissue enriched,Detected in some
ENSG00000121446,0.9970985057304511,0.97416929420325,Tissue enriched,Detected in some
ENSG00000140600,0.8373106453621081,0.6845961200613013,Group enriched,Detected in many
ENSG00000144671,0.985151515151515,0.8775788576300083,Tissue enriched,Detected in some
ENSG00000141316,0.9909045153868291,0.9084353246280541,Group enriched,Detected in some
ENSG00000171489,0.9856953642384108,0.8794004088121739,Tissue enriched,Detected in some
ENSG00000185523,0.9636619718309859,0.7494117647058824,Group enriched,Detected in some
ENSG00000217442,0.9905904304944694,0.8144494801386297,Tissue enriched,Detected in some
ENSG00000095627,0.9855570519667484,0.7872133696074621,Tissue enriched,Detected in some
ENSG00000133863,0.9638266759024086,0.8282010107212019,Group enriched,Detected in some
ENSG00000283268,0.9816907775768536,0.8812500000000001,Group enriched,Detected in some
ENSG00000105549,0.9932832422586526,0.8785158112188147,Tissue enriched,Detected in some
ENSG00000278558,0.9562351217725692,0.867858917039245,Group enriched,Detected in some
ENSG00000205457,0.9148837209302321,0.7208051362137775,Group enriched,Detected in some
ENSG00000124251,0.9872186718532929,0.8512032770097284,Tissue enriched,Detected in some
ENSG00000162526,0.9807659902265231,0.6574106364428942,Tissue enriched,Detected in many
ENSG00000004838,0.9797308440808785,0.8664475498091799,Group enriched,Detected in some
ENSG00000198028,0.9935513946080338,0.9398727232828614,Tissue enriched,Detected in some
ENSG00000277475,0.9548872180451129,0.8678795628923506,Group enriched,Detected in some
ENSG00000182584,0.9779414368162023,0.7154696132596687,Tissue enriched,Detected in many
ENSG00000063438,0.9686563297931393,0.6467116779194801,Tissue enriched,Detected in many
ENSG00000165568,0.9385480093676815,0.4226349908776834,Tissue enriched,Detected in all
ENSG00000104899,0.9842494374799107,0.7523963133640552,Tissue enriched,Detected in some
ENSG00000285231,0.9761156505342551,0.874848484848485,Group enriched,Detected in some
ENSG00000205784,0.9798321221339642,0.7606491376310951,Tissue enriched,Detected in some
ENSG00000165863,0.9785821689221403,0.7658239729670535,Group enriched,Detected in many
ENSG00000166323,0.9605828779599274,0.4924829444959151,Tissue enriched,Detected in many
ENSG00000204661,0.9760330578512395,0.8907563025210086,Group enriched,Detected in some
ENSG00000274443,0.9550387596899224,0.8323494687131048,Group enriched,Detected in some
ENSG00000164304,0.9647292598112268,0.6218207196029777,Tissue enriched,Detected in some
ENSG00000205212,0.9200350394193473,0.6447423544197737,Group enriched,Detected in some
ENSG00000161609,0.9959656762295083,0.9709272929517645,Tissue enriched,Detected in some
ENSG00000131264,0.987318280235076,0.9656829100892246,Group enriched,Detected in some
ENSG00000163254,0.9918032786885245,0.9432497013142171,Tissue enriched,Detected in single
ENSG00000180138,0.9767619047619048,0.9401399326250326,Group enriched,Detected in some
ENSG00000163357,0.97072599531616,0.8258255392250429,Group enriched,Detected in some
ENSG00000165325,0.9657302907982531,0.8217938630999211,Group enriched,Detected in some
ENSG00000139549,0.9801625568260088,0.7410564618340896,Tissue enriched,Detected in some
ENSG00000124721,0.9860200364298726,0.9177588625042317,Tissue enriched,Detected in some
ENSG00000189269,0.9875792748594001,0.7554656521273175,Tissue enriched,Detected in some
ENSG00000214360,0.9950704225352113,0.966212473690041,Tissue enriched,Detected in some
ENSG00000255150,0.9703684372849992,0.5459760558696378,Tissue enriched,Detected in many
ENSG00000107105,0.9127854377012995,0.6941230155600373,Group enriched,Detected in many
ENSG00000235118,0.9821705426356587,0.945540308747856,Group enriched,Detected in some
ENSG00000205085,0.9663963596056236,0.4763992923551774,Tissue enriched,Detected in many
ENSG00000183304,0.9889130434782611,0.9140271493212668,Tissue enriched,Detected in some
ENSG00000171931,0.9791731106299624,0.7543115003127512,Tissue enriched,Detected in some
ENSG00000112214,0.9734484471624095,0.6408958143006036,Tissue enriched,Detected in many
ENSG00000100121,0.9814414414414412,0.8792376763789631,Tissue enriched,Detected in some
ENSG00000131233,0.9505084042332443,0.48079756159512366,Tissue enriched,Detected in some
ENSG00000188375,0.9363159635281337,0.628042630126558,Group enriched,Detected in many
ENSG00000127252,0.9539737549160856,0.7486668142394306,Group enriched,Detected in many
ENSG00000130948,0.9811807973707884,0.6783870967741934,Tissue enriched,Detected in some
ENSG00000160207,0.9570319240724766,0.5207551887971991,Tissue enriched,Detected in many
ENSG00000159217,0.9766992079572667,0.9181573235536264,Group enriched,Detected in some
ENSG00000186280,0.9770054644808746,0.6103075435895602,Tissue enriched,Detected in some
ENSG00000203908,0.8996319839411178,0.6585174230520385,Group enriched,Detected in some
ENSG00000170486,0.9842602836166149,0.8183906305214801,Group enriched,Detected in some
ENSG00000204022,0.9739130434782612,0.7334073251942286,Tissue enriched,Detected in some
ENSG00000139714,0.9749801050453609,0.7765862487912525,Group enriched,Detected in some
ENSG00000057468,0.9849478390462001,0.7231565000254803,Tissue enriched,Detected in some
ENSG00000233232,0.982953020134228,0.8117362887183859,Tissue enriched,Detected in some
ENSG00000155249,0.9936363636363637,0.9614604462474645,Tissue enriched,Detected in single
ENSG00000158639,0.995389344262295,0.9574350904799371,Tissue enriched,Detected in some
ENSG00000168078,0.9752046162389237,0.7683507922701662,Group enriched,Detected in many
ENSG00000196570,0.9953067160232683,0.965365557690363,Tissue enriched,Detected in some
ENSG00000184571,0.9910638297872342,0.9463667820069206,Tissue enriched,Detected in single
ENSG00000173261,0.9731597557055599,0.6051684854299075,Tissue enriched,Detected in some
ENSG00000204540,0.9639155831920106,0.6519275689658497,Tissue enriched,Detected in many
ENSG00000253548,0.9740000000000001,0.9479965899403242,Group enriched,Detected in some
ENSG00000111783,0.93758865248227,0.7198764503755033,Group enriched,Detected in many
ENSG00000274600,0.9881716118684843,0.9170129870129868,Tissue enriched,Detected in some
ENSG00000145491,0.9871258366286589,0.885700382244665,Group enriched,Detected in some
ENSG00000155026,0.9792307692307692,0.9026082130965596,Group enriched,Detected in some
ENSG00000205209,0.9381379523662242,0.5388456797993966,Group enriched,Detected in some
ENSG00000185313,0.981,0.9552538964303672,Group enriched,Detected in some
ENSG00000189410,0.9213114754098359,0.7494794786229717,Group enriched,Detected in some
ENSG00000183476,0.988820644249039,0.8530293631100083,Tissue enriched,Detected in some
ENSG00000173262,0.9868915029408077,0.8425580679369209,Tissue enriched,Detected in some
ENSG00000259224,0.9849411764705882,0.9116989077510202,Tissue enriched,Detected in some
ENSG00000120669,0.9731175326479574,0.6594262931704031,Tissue enriched,Detected in some
ENSG00000258484,0.9613561573528967,0.5296391980606232,Group enriched,Detected in many
ENSG00000226763,0.9523005923680946,0.4313237766722713,Tissue enriched,Detected in all
ENSG00000198870,0.9649868447682655,0.5737236474472944,Tissue enriched,Detected in some
ENSG00000266733,0.9814678899082566,0.7988795518207283,Tissue enriched,Detected in some
ENSG00000156414,0.9759221311475411,0.7579284061521709,Group enriched,Detected in some
ENSG00000125409,0.9817304685755129,0.7450947788493516,Tissue enriched,Detected in some
