,tau-brain,gini-brain,RNA tissue specificity,RNA tissue distribution
ENSG00000155052,0.9186182669789229,0.6818137917712965,Tissue enriched,Detected in some
ENSG00000092758,0.8657760546167139,0.6525894904056178,Group enriched,Detected in many
ENSG00000109943,0.9875652011922508,0.8638282349262596,Tissue enriched,Detected in some
ENSG00000198930,0.8685922456414255,0.6535097682871418,Group enriched,Detected in some
ENSG00000164796,0.8972020214470604,0.6655602628681991,Tissue enriched,Detected in many
ENSG00000178531,0.9250688308650195,0.7143143174956301,Tissue enriched,Detected in many
ENSG00000233932,0.8541999129551718,0.6499798026429684,Group enriched,Detected in some
ENSG00000187323,0.91274217585693,0.6999721713318339,Group enriched,Detected in some
ENSG00000150401,0.9000399840063971,0.4048747367254184,Group enriched,Detected in all
ENSG00000176490,0.9047288776796975,0.6551064643631268,Group enriched,Detected in many
ENSG00000132535,0.8656998738965954,0.581826157376164,Tissue enriched,Detected in many
ENSG00000170579,0.9355699580632865,0.6947188538789268,Tissue enriched,Detected in many
ENSG00000144355,0.9222969771628923,0.7164181528765883,Group enriched,Detected in some
ENSG00000122735,0.9490756888733873,0.8076048804947351,Group enriched,Detected in some
ENSG00000256453,0.9556010928961752,0.49760782892352284,Group enriched,Detected in some
ENSG00000149927,0.9240548678487788,0.6576086956521738,Group enriched,Detected in many
ENSG00000175497,0.8801060433912244,0.6954308545377708,Group enriched,Detected in many
ENSG00000157851,0.8975322822038913,0.7302177301279931,Tissue enriched,Detected in many
ENSG00000102385,0.9019623677622541,0.6072461128690783,Tissue enriched,Detected in many
ENSG00000171587,0.8901934721606855,0.6333358500537951,Group enriched,Detected in many
ENSG00000164778,0.988,0.9185164631890492,Tissue enriched,Detected in some
ENSG00000110723,0.9569918361093481,0.7053509877100816,Group enriched,Detected in many
ENSG00000158008,0.8927822236034497,0.65451835931956,Group enriched,Detected in many
ENSG00000135472,0.918825827069894,0.6820625907417044,Tissue enriched,Detected in many
ENSG00000204677,0.9319111111111109,0.7676539838942644,Group enriched,Detected in many
ENSG00000196990,0.9811990407673861,0.8972587799025669,Tissue enriched,Detected in some
ENSG00000047662,0.9078422684980063,0.6114329602808863,Group enriched,Detected in some
ENSG00000268674,0.96,0.8359010270774978,Group enriched,Detected in some
ENSG00000183114,0.8714724155999699,0.6091875499866701,Group enriched,Detected in many
ENSG00000113578,0.8211853720050442,0.6996874218554638,Group enriched,Detected in many
ENSG00000155816,0.8932027189124352,0.6340892672048248,Group enriched,Detected in many
ENSG00000143107,0.9536569987389667,0.7071648565407687,Group enriched,Detected in some
ENSG00000257365,0.8728961748633881,0.3709136918654643,Tissue enriched,Detected in all
ENSG00000188352,0.9151025580106128,0.340853489369215,Tissue enriched,Detected in all
ENSG00000184492,0.8963636363636361,0.7466359092656669,Group enriched,Detected in some
ENSG00000205097,0.9615789473684209,0.9019607843137254,Group enriched,Detected in some
ENSG00000171877,0.927151429816622,0.6711180048956642,Group enriched,Detected in many
ENSG00000172461,0.87654911510197,0.7018235435724605,Group enriched,Detected in many
ENSG00000268089,0.9262566137566135,0.8054552747693537,Group enriched,Detected in some
ENSG00000136750,0.9639690951413994,0.746209639325278,Tissue enriched,Detected in some
ENSG00000115271,0.8861644997173546,0.5059790313829133,Group enriched,Detected in all
ENSG00000130283,0.8260223383174201,0.6651060387524137,Group enriched,Detected in many
ENSG00000118702,0.9770140201292135,0.8549107142857144,Tissue enriched,Detected in some
ENSG00000176533,0.9259819799431394,0.5534185877508178,Tissue enriched,Detected in many
ENSG00000155265,0.8774217585692993,0.6475299566625348,Group enriched,Detected in many
ENSG00000123901,0.9120491803278692,0.6336695132149104,Group enriched,Detected in many
ENSG00000181656,0.9709519700891572,0.8558038531497083,Tissue enriched,Detected in some
ENSG00000171189,0.9324975891996145,0.6946179515701207,Group enriched,Detected in many
ENSG00000183454,0.939565443663804,0.6622736336073856,Tissue enriched,Detected in some
ENSG00000152822,0.9659394387608361,0.7373384469895976,Tissue enriched,Detected in some
ENSG00000169181,0.8905121889068209,0.6645335422924556,Group enriched,Detected in many
ENSG00000180613,0.9767350544812013,0.8598690514212715,Group enriched,Detected in some
ENSG00000086506,0.9437381509981037,0.6967172529893795,Group enriched,Detected in some
ENSG00000164588,0.9149279682066569,0.6378370908516602,Group enriched,Detected in many
ENSG00000137252,0.9683436970039573,0.8082226438962681,Tissue enriched,Detected in some
ENSG00000221932,0.9529792147806004,0.8300698639207582,Tissue enriched,Detected in some
ENSG00000120068,0.9341602101552892,0.857564927018249,Group enriched,Detected in many
ENSG00000182601,0.9152891144797309,0.6965247078391037,Tissue enriched,Detected in some
ENSG00000157219,0.9363423461784125,0.7072323266986957,Tissue enriched,Detected in some
ENSG00000197919,0.9665003563791875,0.9069124423963131,Group enriched,Detected in some
ENSG00000142549,0.9069086651053866,0.6908745903053306,Group enriched,Detected in many
ENSG00000161896,0.9618791846173932,0.7305960513392118,Group enriched,Detected in many
ENSG00000177301,0.8949648711943793,0.6123588515258029,Tissue enriched,Detected in many
ENSG00000182255,0.9522908785203863,0.7274986779481756,Group enriched,Detected in some
ENSG00000177807,0.9107763102586227,0.717738556968526,Group enriched,Detected in many
ENSG00000135643,0.8230203939644303,0.5824695155124517,Group enriched,Detected in many
ENSG00000075043,0.9317155027752673,0.6889260424862316,Tissue enriched,Detected in many
ENSG00000185760,0.9008228126373972,0.6359922861150071,Group enriched,Detected in many
ENSG00000156486,0.9464271707584906,0.6395920729061189,Tissue enriched,Detected in many
ENSG00000183775,0.9256090392528248,0.6724762125783244,Tissue enriched,Detected in many
ENSG00000137261,0.8948029298918729,0.6175577887587216,Tissue enriched,Detected in many
ENSG00000135835,0.9486171517787445,0.574600920900731,Group enriched,Detected in many
ENSG00000130294,0.9304899830491121,0.7016310593341617,Tissue enriched,Detected in many
ENSG00000149571,0.8757702592721779,0.6419274826974626,Group enriched,Detected in many
ENSG00000186231,0.8739688837840658,0.6793586226468644,Group enriched,Detected in many
ENSG00000162456,0.9533333333333335,0.8947209653092008,Group enriched,Detected in some
ENSG00000171435,0.8918870408041165,0.643835934956829,Group enriched,Detected in many
ENSG00000177984,0.9396920019870837,0.8260905900050142,Group enriched,Detected in some
ENSG00000273706,0.9792857142857142,0.9385964912280695,Group enriched,Detected in some
ENSG00000106689,0.9361132504492607,0.7548224995947481,Group enriched,Detected in many
ENSG00000213171,0.9807909604519773,0.8716731649432108,Group enriched,Detected in some
ENSG00000131899,0.8529492875746898,0.4888118823856702,Tissue enriched,Detected in all
ENSG00000183908,0.940472991131416,0.7032543534113618,Group enriched,Detected in many
ENSG00000198739,0.8958368542617313,0.696713898100694,Group enriched,Detected in many
ENSG00000187398,0.8892063969519232,0.6936628224852821,Group enriched,Detected in many
ENSG00000105695,0.9171236435003469,0.7850892618488245,Tissue enriched,Detected in many
ENSG00000105613,0.9210221793635486,0.6956467377713995,Tissue enriched,Detected in many
ENSG00000124089,0.990625,0.9524405506883606,Tissue enriched,Detected in some
ENSG00000242120,0.9545454545454543,0.9095816464237514,Group enriched,Detected in some
ENSG00000168502,0.9515393842463015,0.5731739655012396,Tissue enriched,Detected in many
ENSG00000186487,0.942949513421723,0.6867496665184525,Tissue enriched,Detected in many
ENSG00000186462,0.8748436368424516,0.5917779444861211,Tissue enriched,Detected in many
ENSG00000213672,0.924211751941677,0.3858813669974115,Group enriched,Detected in all
ENSG00000103034,0.9003068422146429,0.6854906649998638,Group enriched,Detected in many
ENSG00000123119,0.9087315428438552,0.6351807984393509,Tissue enriched,Detected in many
ENSG00000103154,0.904763741562199,0.7448893149341242,Group enriched,Detected in many
ENSG00000104722,0.9431044444696202,0.7653897745575668,Tissue enriched,Detected in many
ENSG00000177551,0.9187240766344068,0.7582602172282198,Group enriched,Detected in some
ENSG00000177453,0.888981116414194,0.5414521382788695,Group enriched,Detected in many
ENSG00000101198,0.9311919332847136,0.7211604259457127,Tissue enriched,Detected in many
ENSG00000135577,0.9513725490196079,0.8089635854341737,Group enriched,Detected in some
ENSG00000152954,0.9355971896955502,0.7037848683185293,Tissue enriched,Detected in many
ENSG00000170091,0.9434914775811528,0.7704044868253552,Tissue enriched,Detected in many
ENSG00000122375,0.9488091555830498,0.7505720823798625,Group enriched,Detected in some
ENSG00000112038,0.9571780786366193,0.7220127712717077,Tissue enriched,Detected in some
ENSG00000189181,0.9875675675675676,0.9411764705882353,Tissue enriched,Detected in some
ENSG00000168124,0.9616216216216215,0.8482207697893973,Group enriched,Detected in some
ENSG00000221882,0.8834411189652581,0.5628010509414683,Group enriched,Detected in some
ENSG00000124507,0.9272026807392102,0.7146449435756017,Tissue enriched,Detected in many
ENSG00000102290,0.9626984126984128,0.879365596654174,Group enriched,Detected in some
ENSG00000204965,0.9262295081967208,0.5982404692082113,Tissue enriched,Detected in some
ENSG00000253846,0.8933696551053173,0.4184045714868807,Tissue enriched,Detected in all
ENSG00000174788,0.9718447193613265,0.7839092125972671,Group enriched,Detected in many
ENSG00000181195,0.9704057735506381,0.829600847520132,Group enriched,Detected in many
ENSG00000114757,0.8926379531382126,0.7299729109046056,Group enriched,Detected in many
ENSG00000165434,0.8900694866086488,0.5239545200051681,Tissue enriched,Detected in all
ENSG00000122733,0.9420129622569581,0.7153403548221757,Group enriched,Detected in many
ENSG00000139200,0.9001971922182653,0.6689544726607186,Tissue enriched,Detected in many
ENSG00000180287,0.94325116668661,0.673019328451745,Group enriched,Detected in many
ENSG00000021300,0.8928991527821206,0.7174657933834798,Tissue enriched,Detected in many
ENSG00000277531,0.9498480243161096,0.6660786043320592,Tissue enriched,Detected in some
ENSG00000156475,0.8909119412344352,0.6149787268341269,Tissue enriched,Detected in many
ENSG00000189099,0.9746341463414636,0.9070208728652753,Group enriched,Detected in some
ENSG00000253649,0.9528043775649793,0.8898940864960285,Group enriched,Detected in some
ENSG00000153233,0.9508488939540045,0.7592581939510739,Tissue enriched,Detected in some
ENSG00000100362,0.9526915052160956,0.8182155729836449,Group enriched,Detected in many
ENSG00000184672,0.911224581205769,0.7152277847996926,Group enriched,Detected in many
ENSG00000058335,0.8926062228169958,0.6791007597459211,Group enriched,Detected in many
ENSG00000078328,0.9240226986128628,0.7106386402323868,Group enriched,Detected in many
ENSG00000189056,0.9624782239692679,0.6959937996098029,Group enriched,Detected in many
ENSG00000132677,0.9718767665347654,0.8839221710189449,Group enriched,Detected in some
ENSG00000101883,0.9660926996108038,0.6584162160117994,Group enriched,Detected in some
ENSG00000128482,0.9291113028472826,0.6479228051378205,Tissue enriched,Detected in many
ENSG00000132026,0.963646821972965,0.7841136947268443,Group enriched,Detected in some
ENSG00000254656,0.9559036144578315,0.9100692908742447,Group enriched,Detected in some
ENSG00000182631,0.9690322580645162,0.9223132290891041,Group enriched,Detected in some
ENSG00000119042,0.9065277503456449,0.6531714389271475,Group enriched,Detected in many
ENSG00000104112,0.9478541634909857,0.7128601802694909,Tissue enriched,Detected in many
ENSG00000144285,0.9247545819430341,0.6646437994722956,Tissue enriched,Detected in many
ENSG00000105711,0.9561761459715062,0.6776607343360981,Group enriched,Detected in many
ENSG00000153253,0.8803566292781133,0.6270817704426113,Group enriched,Detected in many
ENSG00000215397,0.9621760234453712,0.7375762859633828,Group enriched,Detected in some
ENSG00000100095,0.9248813632441761,0.7135742391696924,Tissue enriched,Detected in many
ENSG00000185053,0.9338076090318588,0.6869638758004109,Group enriched,Detected in some
ENSG00000215474,0.9757575757575758,0.9100188020413644,Group enriched,Detected in some
ENSG00000139737,0.8706515154296625,0.6714443600193414,Tissue enriched,Detected in many
ENSG00000179520,0.932575356953993,0.767172076930905,Group enriched,Detected in some
ENSG00000155886,0.9670440251572328,0.7943738065297381,Tissue enriched,Detected in some
ENSG00000011083,0.9572628659978798,0.7905228031145717,Tissue enriched,Detected in some
ENSG00000118160,0.9299494347644048,0.7369597615499255,Tissue enriched,Detected in many
ENSG00000100678,0.9376436341351315,0.6408100079494581,Group enriched,Detected in many
ENSG00000145335,0.9014906815509577,0.6227870482087705,Group enriched,Detected in many
ENSG00000172803,0.8742840213312264,0.5809477908045462,Tissue enriched,Detected in many
ENSG00000181449,0.9220236998833428,0.6757158547932363,Tissue enriched,Detected in many
ENSG00000277363,0.887634770889488,0.6992578470756452,Group enriched,Detected in many
ENSG00000157005,0.8934270988574265,0.7924117596751792,Group enriched,Detected in many
ENSG00000140557,0.9475780309345186,0.7220726783310898,Group enriched,Detected in some
ENSG00000177511,0.9710833333333331,0.8745699301867256,Tissue enriched,Detected in some
ENSG00000242866,0.9694323144104801,0.795624640184226,Tissue enriched,Detected in some
ENSG00000127561,0.9003053389855633,0.6830867573890407,Tissue enriched,Detected in many
ENSG00000135426,0.9112045867066183,0.6857820658944522,Group enriched,Detected in many
ENSG00000008197,0.9836363636363635,0.9338235294117647,Tissue enriched,Detected in single
ENSG00000156299,0.9443278092940846,0.5203279125566516,Tissue enriched,Detected in many
ENSG00000241697,0.8673762722399196,0.6429580544249724,Tissue enriched,Detected in many
ENSG00000166448,0.9122292688763911,0.7051286802171532,Group enriched,Detected in many
ENSG00000167619,0.9585873033336999,0.6630462811744042,Tissue enriched,Detected in many
ENSG00000152154,0.9441610083655327,0.6580318476139422,Tissue enriched,Detected in many
ENSG00000258986,0.878505176876618,0.681904197206908,Group enriched,Detected in many
ENSG00000169758,0.9840269020596889,0.8303470722825561,Tissue enriched,Detected in some
ENSG00000128872,0.8915547483630457,0.49187373413031676,Tissue enriched,Detected in many
ENSG00000166682,0.851775956284153,0.6531120331950204,Group enriched,Detected in many
ENSG00000174417,0.9690909090909089,0.8851540616246503,Group enriched,Detected in some
ENSG00000156298,0.8992884920783785,0.5674543168627182,Tissue enriched,Detected in many
ENSG00000141540,0.8707822459601178,0.6196053029321587,Tissue enriched,Detected in many
ENSG00000250366,0.8979910714285717,0.7161945832924956,Tissue enriched,Detected in some
ENSG00000174607,0.9018769303872656,0.7258494751132949,Tissue enriched,Detected in many
ENSG00000113763,0.9351692750661769,0.7196462494697433,Group enriched,Detected in many
ENSG00000145198,0.954107493492853,0.7320262983634469,Group enriched,Detected in some
ENSG00000179698,0.9657419083648592,0.7764020880738853,Group enriched,Detected in some
ENSG00000182223,0.9604761904761903,0.9000784313725494,Group enriched,Detected in some
ENSG00000179456,0.932004470938897,0.4935856353288526,Group enriched,Detected in all
ENSG00000174460,0.909010740531374,0.7611551498108262,Group enriched,Detected in many
ENSG00000159733,0.9140117537890509,0.40626319721924453,Tissue enriched,Detected in all
ENSG00000139800,0.9920211874350466,0.9330656254159821,Tissue enriched,Detected in some
ENSG00000196350,0.9687341558222066,0.7825440402653858,Group enriched,Detected in some
ENSG00000140798,0.9834842182529971,0.8340928168845188,Group enriched,Detected in some
ENSG00000275163,0.9618628858578606,0.9023279352226723,Group enriched,Detected in some
ENSG00000176244,0.8682951748479075,0.6159833702546049,Tissue enriched,Detected in many
ENSG00000087085,0.9413709058128275,0.6592230500882899,Group enriched,Detected in many
ENSG00000103740,0.8706334750050598,0.6794304449480881,Group enriched,Detected in many
ENSG00000135298,0.9014903129657231,0.6204970503326224,Group enriched,Detected in many
ENSG00000282608,0.9615648178007093,0.7004227360380908,Group enriched,Detected in many
ENSG00000250349,0.8273977765215746,0.5324992763644552,Group enriched,Detected in many
ENSG00000135439,0.8952461949030767,0.6777121840372948,Group enriched,Detected in many
ENSG00000183773,0.8401639344262294,0.6369306612367376,Group enriched,Detected in many
ENSG00000109107,0.886632509563661,0.640955151633684,Group enriched,Detected in many
ENSG00000180071,0.9025799516259069,0.6127128003960849,Group enriched,Detected in many
ENSG00000189127,0.9736647276573243,0.816033216224848,Tissue enriched,Detected in some
ENSG00000034053,0.8616864631392951,0.5904290158834129,Tissue enriched,Detected in many
ENSG00000128805,0.8408364208496166,0.533974018222682,Tissue enriched,Detected in many
ENSG00000214694,0.9578013500482161,0.6513941684894562,Tissue enriched,Detected in many
ENSG00000108684,0.8673507696158179,0.6871021911649198,Group enriched,Detected in some
ENSG00000152092,0.918688524590164,0.6583830761141864,Group enriched,Detected in many
ENSG00000179774,0.9186633039092058,0.6942247658688867,Group enriched,Detected in some
ENSG00000187527,0.9620511656928927,0.816418614048084,Group enriched,Detected in some
ENSG00000143032,0.9944609187041907,0.9717741935483872,Tissue enriched,Detected in some
ENSG00000125533,0.9792083166733307,0.9366978841484563,Group enriched,Detected in some
ENSG00000212719,0.8733885086742004,0.3446425045326442,Tissue enriched,Detected in many
ENSG00000184471,0.9426666666666667,0.8778453910299753,Group enriched,Detected in some
ENSG00000188674,0.9193331166117117,0.6712764315480786,Tissue enriched,Detected in many
ENSG00000215217,0.9406987205117953,0.7135060011288725,Group enriched,Detected in many
ENSG00000204352,0.884858654963211,0.5901263097913827,Group enriched,Detected in many
ENSG00000008118,0.9107415173465495,0.7094518893593491,Group enriched,Detected in many
ENSG00000274070,0.9401372648703606,0.5667111359756707,Group enriched,Detected in many
ENSG00000141668,0.9385003395091662,0.7377576025388666,Tissue enriched,Detected in some
ENSG00000128596,0.9461977982529615,0.6241038471848945,Group enriched,Detected in many
ENSG00000162004,0.9528731304972792,0.7289001668520578,Group enriched,Detected in many
ENSG00000147082,0.9173681878599911,0.6276971927545647,Group enriched,Detected in some
ENSG00000113100,0.9460207370043435,0.740032755824596,Tissue enriched,Detected in many
ENSG00000148600,0.9613205409080612,0.780089826983495,Group enriched,Detected in many
ENSG00000171450,0.9314916008905085,0.6841157548028247,Group enriched,Detected in many
ENSG00000224109,0.9828125,0.9330651469437925,Group enriched,Detected in some
ENSG00000100399,0.8812728183835636,0.6179833368938261,Group enriched,Detected in many
ENSG00000184984,0.9158038538970374,0.7088358043763978,Tissue enriched,Detected in some
ENSG00000101204,0.9288913300659123,0.7249030388934758,Group enriched,Detected in some
ENSG00000172243,0.8551963259223214,0.5171515520389534,Group enriched,Detected in many
ENSG00000177182,0.9139586768842759,0.6158052297165202,Group enriched,Detected in many
ENSG00000173786,0.8951965741809086,0.6059089288327448,Tissue enriched,Detected in all
ENSG00000100473,0.9750623142555848,0.8041087178144204,Group enriched,Detected in many
ENSG00000082293,0.9307832422586519,0.7223257182076677,Group enriched,Detected in many
ENSG00000183230,0.8251366120218582,0.6585733486943162,Group enriched,Detected in many
ENSG00000205279,0.9626703535453289,0.7955238547031716,Group enriched,Detected in some
ENSG00000133083,0.9230472516875596,0.5889540566959928,Tissue enriched,Detected in many
ENSG00000170390,0.9052431919794065,0.5959720671269724,Tissue enriched,Detected in many
ENSG00000186047,0.8996522603079975,0.5930679478380232,Tissue enriched,Detected in some
ENSG00000198010,0.8986392371156109,0.6649886994041505,Group enriched,Detected in some
ENSG00000116544,0.9036956645913059,0.6315174206628191,Tissue enriched,Detected in many
ENSG00000203734,0.9338059370846261,0.7113733905579398,Group enriched,Detected in many
ENSG00000135625,0.9282786885245901,0.7274868717179297,Tissue enriched,Detected in some
ENSG00000163064,0.9498409591387333,0.8642473118279572,Group enriched,Detected in some
ENSG00000168913,0.8934838125051487,0.7234714174522181,Tissue enriched,Detected in many
ENSG00000111674,0.8869237539883373,0.5734424364536004,Tissue enriched,Detected in many
ENSG00000070886,0.8957504376890021,0.7305302578942892,Group enriched,Detected in some
ENSG00000154928,0.940878267167029,0.5860871277104369,Tissue enriched,Detected in many
ENSG00000172031,0.9049655500118796,0.605715661324713,Group enriched,Detected in many
ENSG00000187672,0.9262563826928243,0.6369188450958896,Tissue enriched,Detected in many
ENSG00000164089,0.9352828238074139,0.7694828841951928,Group enriched,Detected in many
ENSG00000164434,0.9086202839438384,0.7172762986962169,Group enriched,Detected in many
ENSG00000179083,0.9075450565115568,0.6820815353510967,Group enriched,Detected in some
ENSG00000086570,0.97605482397205,0.8287270851690272,Group enriched,Detected in many
ENSG00000130475,0.7544240581912931,0.5319639586647598,Group enriched,Detected in many
ENSG00000149557,0.8788824826633366,0.6766044109810179,Tissue enriched,Detected in many
ENSG00000128610,0.9552370668499067,0.8050794801429091,Group enriched,Detected in some
ENSG00000138675,0.9818041369839497,0.8302649483710878,Tissue enriched,Detected in some
ENSG00000171956,0.946205948758221,0.8239341303857433,Tissue enriched,Detected in some
ENSG00000273514,0.945736434108527,0.865151515151515,Group enriched,Detected in some
ENSG00000186790,0.9444048467569499,0.7194187160651546,Group enriched,Detected in some
ENSG00000170324,0.8488801662433623,0.6817434027700586,Group enriched,Detected in many
ENSG00000151834,0.9122981985912858,0.7192003090593007,Tissue enriched,Detected in many
ENSG00000109158,0.9844720496894407,0.9093651446592625,Tissue enriched,Detected in some
ENSG00000163288,0.9121881682109769,0.7093905829398526,Group enriched,Detected in many
ENSG00000157833,0.789514382926075,0.5609978670536753,Group enriched,Detected in many
ENSG00000203879,0.8167634009356196,0.3848149054654386,Tissue enriched,Detected in all
ENSG00000145451,0.8893442622950821,0.687222739470946,Group enriched,Detected in some
ENSG00000132975,0.9366566298650606,0.6816602752086625,Group enriched,Detected in some
ENSG00000170775,0.894835014712064,0.7368844858718462,Tissue enriched,Detected in many
ENSG00000135973,0.9561403508771926,0.788407670760612,Tissue enriched,Detected in some
ENSG00000164604,0.8952221742881794,0.5828057481660134,Group enriched,Detected in many
ENSG00000169258,0.9143704220439487,0.6676500321661614,Tissue enriched,Detected in many
ENSG00000023171,0.9047146281812241,0.5980541644517812,Group enriched,Detected in many
ENSG00000198785,0.9049559367004645,0.6179229756418694,Tissue enriched,Detected in many
ENSG00000056998,0.9584927437108598,0.670947498779457,Group enriched,Detected in many
ENSG00000269466,0.961734693877551,0.934609250398724,Group enriched,Detected in some
ENSG00000187664,0.9299127102405796,0.7683089531614808,Group enriched,Detected in some
ENSG00000138622,0.9378360655737704,0.7488017663848352,Group enriched,Detected in some
ENSG00000221887,0.9052195213868478,0.6788044468744308,Tissue enriched,Detected in many
ENSG00000122254,0.9463565359196636,0.6392512650221376,Group enriched,Detected in many
ENSG00000186792,0.891561408223596,0.4103875134553283,Group enriched,Detected in all
ENSG00000233816,0.9616216216216217,0.8253449527959331,Group enriched,Detected in some
ENSG00000137142,0.9437078109932496,0.630851120740384,Group enriched,Detected in many
ENSG00000148798,0.909585401313481,0.7270025966947027,Tissue enriched,Detected in many
ENSG00000168348,0.889974779319041,0.6637840881666797,Group enriched,Detected in some
ENSG00000214216,0.9305590584279101,0.7203405895548325,Tissue enriched,Detected in some
ENSG00000135916,0.8186289120715352,0.5380607696806508,Group enriched,Detected in all
ENSG00000137825,0.9109744990892533,0.7533268306277434,Group enriched,Detected in some
ENSG00000178342,0.8816666666666666,0.6872194660996929,Tissue enriched,Detected in some
ENSG00000184185,0.9552095479799707,0.7094966006075512,Group enriched,Detected in many
ENSG00000184261,0.9041669675742043,0.6082534147050276,Tissue enriched,Detected in many
ENSG00000197892,0.9006291041006561,0.42466293884062045,Group enriched,Detected in all
ENSG00000168280,0.9271877887675829,0.6848356775554909,Tissue enriched,Detected in many
ENSG00000164627,0.8433903034530866,0.5663208896982306,Group enriched,Detected in many
ENSG00000167702,0.8686483912659003,0.5184236321511324,Group enriched,Detected in many
ENSG00000126214,0.8010261544237266,0.39550544715396385,Tissue enriched,Detected in all
ENSG00000146021,0.9336346458301414,0.4929332842312706,Tissue enriched,Detected in all
ENSG00000094796,0.9890634592210272,0.9440180344586979,Group enriched,Detected in some
ENSG00000205867,0.9360784313725491,0.8029136888400221,Group enriched,Detected in some
ENSG00000108231,0.8964050743339028,0.671003899111706,Tissue enriched,Detected in many
ENSG00000168481,0.8878525218265185,0.7000819652750963,Group enriched,Detected in many
ENSG00000197753,0.8940423830467819,0.6519432145618109,Group enriched,Detected in some
ENSG00000263874,0.8990221088435374,0.515739258701315,Tissue enriched,Detected in many
ENSG00000145721,0.8918672085483355,0.6550208784319294,Tissue enriched,Detected in many
ENSG00000142235,0.8846435179209158,0.6239333347379954,Tissue enriched,Detected in many
ENSG00000033122,0.9036673990197731,0.666787573954958,Tissue enriched,Detected in many
ENSG00000061337,0.9555179469044434,0.6404631240797747,Group enriched,Detected in many
ENSG00000177943,0.9594019243018542,0.5923719165085388,Group enriched,Detected in many
ENSG00000131711,0.8615753698520591,0.592088776326313,Tissue enriched,Detected in many
ENSG00000186868,0.901639344262295,0.636659780708724,Group enriched,Detected in many
ENSG00000182050,0.8954364200265842,0.6353960939214394,Group enriched,Detected in many
ENSG00000261857,0.8953266454612188,0.6781104128093465,Group enriched,Detected in many
ENSG00000125966,0.95452416436023,0.657849166352152,Tissue enriched,Detected in many
ENSG00000180354,0.8719543894915607,0.6855022543878317,Tissue enriched,Detected in all
ENSG00000185818,0.8824600878602806,0.6673462365591398,Group enriched,Detected in many
ENSG00000181965,0.9787098147753888,0.9180790960451979,Group enriched,Detected in some
ENSG00000160505,0.9204714808291556,0.7630763623109169,Group enriched,Detected in some
ENSG00000197696,0.9098223815649035,0.49372897924018755,Group enriched,Detected in all
ENSG00000101746,0.9303448275862067,0.8234087481146306,Group enriched,Detected in some
ENSG00000174576,0.915510718789407,0.7126075268817202,Group enriched,Detected in many
ENSG00000106236,0.9398296547302866,0.6972912486494831,Group enriched,Detected in many
ENSG00000053702,0.8669258069967887,0.4874454705942428,Tissue enriched,Detected in many
ENSG00000175352,0.8561380728236758,0.6632506371022198,Group enriched,Detected in many
ENSG00000184221,0.9064064750668767,0.7344267077059257,Tissue enriched,Detected in many
ENSG00000205927,0.9259571096032884,0.7257446207115854,Tissue enriched,Detected in many
ENSG00000204657,0.9637606837606836,0.7368734727933728,Group enriched,Detected in some
ENSG00000179468,0.9707692307692305,0.8774509803921569,Tissue enriched,Detected in single
ENSG00000077264,0.8809448263705271,0.6227855115783112,Group enriched,Detected in many
ENSG00000165194,0.8837335914342749,0.6079093302737453,Tissue enriched,Detected in many
ENSG00000204963,0.8990423632527187,0.5742872440101727,Group enriched,Detected in many
ENSG00000204961,0.8822857142857141,0.728012366772435,Group enriched,Detected in some
ENSG00000123360,0.9413763011905506,0.6180428052588551,Tissue enriched,Detected in many
ENSG00000154678,0.8874919782976493,0.6407047281168559,Group enriched,Detected in many
ENSG00000242265,0.9313751745509496,0.7508101713244717,Group enriched,Detected in many
ENSG00000183837,0.9693661971830984,0.7793550265705755,Group enriched,Detected in some
ENSG00000204851,0.9320888888888889,0.732488748785662,Group enriched,Detected in many
ENSG00000028277,0.8809098170476591,0.595325206933401,Group enriched,Detected in many
ENSG00000152192,0.9733687552646925,0.8033909832879906,Tissue enriched,Detected in some
ENSG00000177380,0.8491544093824921,0.5885628226118909,Group enriched,Detected in many
ENSG00000256374,0.8944444444444443,0.811498640754237,Group enriched,Detected in some
ENSG00000150722,0.9718127137634157,0.7757723160948968,Group enriched,Detected in some
ENSG00000183248,0.9317944250871082,0.7177356346331416,Group enriched,Detected in many
ENSG00000163704,0.8715636822194196,0.5187902874717374,Group enriched,Detected in many
ENSG00000105227,0.8940072427086172,0.5942699085525438,Group enriched,Detected in many
ENSG00000196090,0.9125915591210325,0.6625476933749568,Group enriched,Detected in many
ENSG00000154917,0.9089358476262676,0.6424873414120726,Group enriched,Detected in many
ENSG00000172575,0.915653093601269,0.6229456532987139,Group enriched,Detected in many
ENSG00000128250,0.9747058823529411,0.8563789152024444,Tissue enriched,Detected in some
ENSG00000147509,0.9184426229508195,0.669550546632474,Tissue enriched,Detected in some
ENSG00000117152,0.9474664679582715,0.719346120313862,Tissue enriched,Detected in many
ENSG00000158423,0.9410969654691312,0.6091021162934043,Group enriched,Detected in many
ENSG00000188026,0.8994601555148329,0.47818720880982646,Group enriched,Detected in all
ENSG00000079102,0.9169550173010381,0.4864287948769852,Tissue enriched,Detected in many
ENSG00000143171,0.9261929156908667,0.6453510436432639,Group enriched,Detected in many
ENSG00000160307,0.9323890326910171,0.7356817449726198,Tissue enriched,Detected in all
ENSG00000184788,0.8841074681238615,0.6296429959469216,Group enriched,Detected in some
